concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;862,006;-22,332721;-45,919709;863,930;-22,347142;-45,926747
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;863,931;-22,347142;-45,926747;865,005;-22,355949;-45,928091
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;865,006;-22,355949;-45,928091;869,000;-22,383397;-45,948783
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;869,001;-22,383397;-45,948783;870,000;-22,389901;-45,954113
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;870,001;-22,389901;-45,954113;870,440;-22,393147;-45,956514
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;870,441;-22,393147;-45,956514;872,000;-22,405476;-45,961844
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;872,001;-22,405476;-45,961844;874,979;-22,428341;-45,973079
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;874,980;-22,428341;-45,973079;877,000;-22,440541;-45,987273
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;877,001;-22,440541;-45,987273;881,125;-22,466847;-46,010115
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;881,126;-22,466847;-46,010115;882,000;-22,474755;-46,010847
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;882,001;-22,474755;-46,010847;882,540;-22,479671;-46,010781
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;882,541;-22,479671;-46,010781;883,770;-22,490661;-46,011123
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;883,771;-22,490661;-46,011123;885,165;-22,502201;-46,014726
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;885,166;-22,502201;-46,014726;885,952;-22,508835;-46,017017
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;885,953;-22,508835;-46,017017;888,100;-22,525701;-46,025331
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;888,101;-22,525701;-46,025331;892,005;-22,556455;-46,039796
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;892,006;-22,556455;-46,039796;895,030;-22,584026;-46,047736
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;895,031;-22,584026;-46,047736;897,700;-22,606069;-46,059733
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;897,701;-22,606069;-46,059733;899,837;-22,620643;-46,072717
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;899,838;-22,620643;-46,072717;900,900;-22,628806;-46,077188
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;900,901;-22,628806;-46,077188;901,390;-22,633221;-46,078915
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;901,391;-22,633221;-46,078915;901,950;-22,637133;-46,079333
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;901,951;-22,637133;-46,079333;902,270;-22,639584;-46,080892
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;902,271;-22,639584;-46,080892;903,540;-22,647249;-46,089369
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;903,541;-22,647249;-46,089369;903,985;-22,650827;-46,089222
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;903,986;-22,650827;-46,089222;907,135;-22,674741;-46,095261
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;907,136;-22,674741;-46,095261;909,833;-22,691241;-46,109103
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;909,834;-22,691241;-46,109103;912,080;-22,706479;-46,120329
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;912,081;-22,706479;-46,120329;913,170;-22,714779;-46,124331
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;913,171;-22,714779;-46,124331;914,100;-22,721388;-46,129837
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;914,101;-22,721388;-46,129837;914,730;-22,726206;-46,133168
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;914,731;-22,726206;-46,133168;915,570;-22,733709;-46,134924
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;915,571;-22,733709;-46,134924;916,360;-22,740179;-46,135785
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;916,361;-22,740179;-46,135785;918,600;-22,754398;-46,148184
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;918,601;-22,754398;-46,148184;919,638;-22,757627;-46,157591
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;919,639;-22,757627;-46,157591;921,970;-22,765459;-46,175995
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;921,971;-22,765459;-46,175995;925,015;-22,770935;-46,198668
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;925,016;-22,770935;-46,198668;925,800;-22,769492;-46,205239
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;925,801;-22,769492;-46,205239;928,110;-22,767382;-46,226473
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;928,111;-22,767382;-46,226473;929,130;-22,770703;-46,235094
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;929,131;-22,770703;-46,235094;933,000;-22,795431;-46,253855
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;933,001;-22,795431;-46,253855;935,040;-22,802123;-46,269942
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;935,041;-22,802123;-46,269942;936,140;-22,808152;-46,277275
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;936,141;-22,808152;-46,277275;938,190;-22,815708;-46,292291
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;938,191;-22,815708;-46,292291;940,040;-22,822992;-46,307306
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;940,041;-22,822992;-46,307306;943,080;-22,838633;-46,328309
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;943,081;-22,838633;-46,328309;944,970;-22,852901;-46,337423
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;944,971;-22,852901;-46,337423;946,215;-22,860849;-46,343661
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;946,216;-22,860849;-46,343661;947,085;-22,866135;-46,349823
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;947,086;-22,866135;-46,349823;948,095;-22,870478;-46,358414
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;948,096;-22,870478;-46,358414;949,900;-22,879318;-46,372794
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;0,000;-22,879691;-46,373253;3,780;-22,881842;-46,407098
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;3,781;-22,881842;-46,407098;5,610;-22,895358;-46,417669
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;5,611;-22,895358;-46,417669;6,920;-22,905771;-46,422827
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;6,921;-22,905771;-46,422827;7,250;-22,908054;-46,425093
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;7,251;-22,908054;-46,425093;7,660;-22,911849;-46,425825
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;7,661;-22,911849;-46,425825;12,330;-22,930414;-46,465929
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;12,331;-22,930414;-46,465929;15,950;-22,958823;-46,480932
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;15,951;-22,958823;-46,480932;19,750;-22,983309;-46,499995
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;19,751;-22,983309;-46,499995;24,100;-23,011077;-46,522986
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;24,101;-23,011077;-46,522986;30,030;-23,047823;-46,563849
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;30,031;-23,047823;-46,563849;32,410;-23,067419;-46,569463
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;32,411;-23,067419;-46,569463;33,680;-23,077484;-46,568125
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;33,681;-23,077484;-46,568125;35,820;-23,096149;-46,572003
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;35,821;-23,096149;-46,572003;37,600;-23,110962;-46,570857
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;37,601;-23,110962;-46,570857;38,390;-23,117444;-46,572837
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;38,391;-23,117444;-46,572837;38,885;-23,121661;-46,574819
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;38,886;-23,121661;-46,574819;44,000;-23,163687;-46,574002
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;44,001;-23,163687;-46,574002;45,100;-23,172246;-46,576964
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;45,101;-23,172246;-46,576964;47,830;-23,194842;-46,586637
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;47,831;-23,194842;-46,586637;52,000;-23,229324;-46,599161
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;52,001;-23,229324;-46,599161;55,990;-23,259705;-46,589270
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;55,991;-23,259705;-46,589270;59,985;-23,290117;-46,587196
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;59,986;-23,290117;-46,587196;63,940;-23,308403;-46,579015
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;63,941;-23,308403;-46,579015;66,285;-23,327241;-46,578054
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;66,286;-23,327241;-46,578054;66,635;-23,330651;-46,578564
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;66,636;-23,330651;-46,578564;69,850;-23,350261;-46,560026
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;69,851;-23,350261;-46,560026;71,330;-23,354815;-46,549781
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;71,331;-23,354815;-46,549781;72,000;-23,361061;-46,551002
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;72,001;-23,361061;-46,551002;76,000;-23,386296;-46,567013
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;76,001;-23,386296;-46,567013;79,040;-23,406060;-46,579917
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;79,041;-23,406060;-46,579917;79,830;-23,412754;-46,581435
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;79,831;-23,412754;-46,581435;81,950;-23,429224;-46,570953
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;81,951;-23,429224;-46,570953;86,090;-23,466341;-46,571745
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;86,091;-23,466341;-46,571745;89,140;-23,489708;-46,559479
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;89,141;-23,489708;-46,559479;90,400;-23,499777;-46,559350
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;478,200;-19,961207;-44,037393;478,625;-19,962838;-44,040403
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;478,626;-19,962838;-44,040403;478,969;-19,964164;-44,043386
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;478,970;-19,964164;-44,043386;479,265;-19,964414;-44,046291
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;479,266;-19,964414;-44,046291;479,617;-19,962833;-44,049549
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;479,618;-19,962833;-44,049549;480,092;-19,960249;-44,053005
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;480,093;-19,960249;-44,053005;481,406;-19,959208;-44,064545
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;481,407;-19,959208;-44,064545;483,053;-19,958439;-44,080098
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;483,054;-19,958439;-44,080098;484,162;-19,959529;-44,089801
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;484,163;-19,959529;-44,089801;485,080;-19,955797;-44,096875
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;485,081;-19,955797;-44,096875;485,918;-19,956272;-44,105109
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;485,919;-19,956272;-44,105109;486,681;-19,955877;-44,112785
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;486,682;-19,955877;-44,112785;488,190;-19,956720;-44,125987
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;488,191;-19,956720;-44,125987;489,089;-19,955919;-44,134114
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;489,090;-19,955919;-44,134114;489,760;-19,956297;-44,141165
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;489,761;-19,956297;-44,141165;490,950;-19,957485;-44,151546
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;490,951;-19,957485;-44,151546;491,852;-19,961134;-44,158866
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;491,853;-19,961134;-44,158866;492,037;-19,961305;-44,160528
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;492,038;-19,961305;-44,160528;493,480;-19,964756;-44,173765
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;493,481;-19,964756;-44,173765;494,434;-19,968139;-44,180485
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;494,435;-19,968139;-44,180485;495,203;-19,974201;-44,185854
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;495,204;-19,974201;-44,185854;495,871;-19,974997;-44,192129
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;495,872;-19,974997;-44,192129;496,125;-19,975433;-44,194813
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;496,126;-19,975433;-44,194813;496,850;-19,978284;-44,199731
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;496,851;-19,978284;-44,199731;498,252;-19,989431;-44,205055
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;498,253;-19,989431;-44,205055;499,000;-19,995426;-44,207951
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;499,001;-19,995426;-44,207951;500,250;-20,005247;-44,213703
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;500,251;-20,005247;-44,213703;501,772;-20,016147;-44,222483
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;501,773;-20,016147;-44,222483;502,040;-20,017547;-44,224483
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;502,041;-20,017547;-44,224483;502,490;-20,019398;-44,228337
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;502,491;-20,019398;-44,228337;502,959;-20,023301;-44,230011
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;502,960;-20,023301;-44,230011;504,310;-20,031732;-44,238564
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;504,311;-20,031732;-44,238564;505,455;-20,037031;-44,247918
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;505,456;-20,037031;-44,247918;506,767;-20,039973;-44,259904
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;506,768;-20,039973;-44,259904;508,318;-20,045099;-44,273668
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;508,319;-20,045099;-44,273668;509,189;-20,050164;-44,279354
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;509,190;-20,050164;-44,279354;510,988;-20,061032;-44,292051
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;510,989;-20,061032;-44,292051;512,773;-20,073993;-44,302016
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;512,774;-20,073993;-44,302016;513,985;-20,082694;-44,308644
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;513,986;-20,082694;-44,308644;514,998;-20,090421;-44,313708
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;514,999;-20,090421;-44,313708;515,998;-20,098747;-44,317011
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;515,999;-20,098747;-44,317011;518,000;-20,110972;-44,326092
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;518,001;-20,110972;-44,326092;518,440;-20,110929;-44,322027
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;518,441;-20,110929;-44,322027;519,997;-20,112524;-44,309182
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;519,998;-20,112524;-44,309182;521,235;-20,120594;-44,302508
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;521,236;-20,120594;-44,302508;523,100;-20,133466;-44,308181
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;523,101;-20,133466;-44,308181;525,000;-20,143961;-44,321062
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;525,001;-20,143961;-44,321062;525,460;-20,146991;-44,324005
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;525,461;-20,146991;-44,324005;526,045;-20,151064;-44,325711
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;526,046;-20,151064;-44,325711;527,997;-20,166847;-44,332111
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;527,998;-20,166847;-44,332111;529,443;-20,161639;-44,343252
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;529,444;-20,161639;-44,343252;529,873;-20,162340;-44,347221
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;529,872;-20,162340;-44,347221;530,000;-20,162028;-44,348381
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;530,001;-20,162028;-44,348381;531,200;-20,163371;-44,359351
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;531,201;-20,163371;-44,359351;533,002;-20,170884;-44,372997
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;533,003;-20,170884;-44,372997;533,131;-20,171654;-44,373967
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;533,132;-20,171654;-44,373967;534,060;-20,178434;-44,377376
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;534,061;-20,178434;-44,377376;535,000;-20,194978;-44,384623
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;535,001;-20,194978;-44,384623;537,648;-20,208661;-44,390551
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;537,649;-20,208661;-44,390551;539,993;-20,228633;-44,396505
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;539,994;-20,228633;-44,396505;541,750;-20,237704;-44,409261
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;541,751;-20,237704;-44,409261;543,003;-20,246713;-44,412032
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;543,004;-20,246713;-44,412032;544,980;-20,260124;-44,420637
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;544,981;-20,260124;-44,420637;545,800;-20,267957;-44,423031
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;545,801;-20,267957;-44,423031;546,100;-20,269597;-44,424269
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;546,101;-20,269597;-44,424269;548,002;-20,284272;-44,432207
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;548,003;-20,284272;-44,432207;550,004;-20,299163;-44,440959
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;550,005;-20,299163;-44,440959;550,661;-20,303261;-44,445312
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;550,662;-20,303261;-44,445312;551,206;-20,307255;-44,448152
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;551,207;-20,307255;-44,448152;553,970;-20,329213;-44,454167
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;553,971;-20,329213;-44,454167;555,916;-20,340846;-44,441088
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;555,917;-20,340846;-44,441088;556,937;-20,349242;-44,444353
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;556,938;-20,349242;-44,444353;558,000;-20,354266;-44,452834
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;558,001;-20,354266;-44,452834;558,548;-20,352101;-44,448453
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;558,549;-20,352101;-44,448453;559,049;-20,357818;-44,462029
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;559,050;-20,357818;-44,462029;560,057;-20,363839;-44,468619
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;560,058;-20,363839;-44,468619;560,690;-20,369271;-44,469108
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;560,691;-20,369271;-44,469108;561,160;-20,373485;-44,470196
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;561,161;-20,373485;-44,470196;561,996;-20,377931;-44,476333
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;561,997;-20,377931;-44,476333;563,416;-20,385597;-44,486743
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;563,417;-20,385597;-44,486743;564,035;-20,387825;-44,491374
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;564,036;-20,387825;-44,491374;565,000;-20,393752;-44,497555
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;565,001;-20,393752;-44,497555;567,000;-20,402433;-44,512353
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;567,001;-20,402433;-44,512353;568,991;-20,411699;-44,527228
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;568,992;-20,411699;-44,527228;570,997;-20,423842;-44,540179
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;570,998;-20,423842;-44,540179;573,004;-20,434319;-44,555621
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;573,005;-20,434319;-44,555621;575,002;-20,447946;-44,566702
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;575,003;-20,447946;-44,566702;577,000;-20,463329;-44,575518
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;577,001;-20,463329;-44,575518;578,996;-20,477602;-44,585001
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;578,997;-20,477602;-44,585001;581,002;-20,489309;-44,598912
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;581,003;-20,489309;-44,598912;582,806;-20,501891;-44,608383
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;582,807;-20,501891;-44,608383;585,297;-20,518474;-44,621366
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;585,298;-20,518474;-44,621366;587,100;-20,526627;-44,635398
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;587,101;-20,526627;-44,635398;588,996;-20,540811;-44,642914
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;588,997;-20,540811;-44,642914;590,961;-20,548519;-44,658954
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;590,962;-20,548519;-44,658954;593,002;-20,563317;-44,668321
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;593,003;-20,563317;-44,668321;595,002;-20,575044;-44,682615
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;595,003;-20,575044;-44,682615;596,997;-20,587682;-44,695803
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;596,998;-20,587682;-44,695803;597,480;-20,590401;-44,699568
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;597,481;-20,590401;-44,699568;599,002;-20,599048;-44,710607
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;599,003;-20,599048;-44,710607;600,960;-20,607107;-44,726398
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;600,961;-20,607107;-44,726398;604,005;-20,626449;-44,735395
